HOG	OG	Gene Tree Parent Clade	alpc	cambac	camdro	camfer	guanc	llama	vicgn
N3.HOG0002745	OG0002052	n0	rna-XM_006211998.3	rna-XM_010970437.1	rna-XM_010979034.2	rna-XM_006185835.3	rna-XM_006211998.3	rna-XM_006211998.3	rna-XM_006211998.3
N3.HOG0002746	OG0002053	n0	rna-XM_006211979.3	rna-XM_010958304.1	rna-XM_010979008.2	rna-XM_006184903.3	rna-XM_006211979.3	rna-XM_006211979.3	rna-XM_006211979.3
N3.HOG0002747	OG0002054	n0	rna-XM_031685346.1	rna-XM_010958247.1	rna-XM_010978952.2	rna-XM_032457593.1	rna-XM_006211936.3	rna-XM_006211936.3	rna-XM_031685346.1
N3.HOG0002748	OG0002055	n0	rna-XM_006214426.3	rna-XM_010958218.1	rna-XM_010978918.2	rna-XM_006184981.3	rna-XM_006214426.3	rna-XM_006214426.3	rna-XM_006214426.3
N3.HOG0002749	OG0002056	n0	rna-XM_031685867.1	rna-XM_010958217.1	rna-XM_031468500.1	rna-XM_032457506.1	rna-XM_031685867.1	rna-XM_031685867.1	rna-XM_031685867.1
N3.HOG0002750	OG0002057	n0	rna-XM_015248049.2	rna-XM_010958212.1	rna-XM_031468502.1	rna-XM_032457500.1	rna-XM_015248049.2	rna-XM_015248049.2	rna-XM_015248049.2
N3.HOG0002751	OG0002058	n0	rna-XM_031685378.1	rna-XM_010958211.1	rna-XM_031468505.1	rna-XM_032457499.1	rna-XM_031685378.1	rna-XM_006214428.3	rna-XM_006214428.3
N3.HOG0002752	OG0002059	n0	rna-XM_006214429.3	rna-XM_010958210.1	rna-XM_031468504.1	rna-XM_032457497.1	rna-XM_006214429.3	rna-XM_006214429.3	rna-XM_006214429.3
N3.HOG0002753	OG0002060	n0	rna-XM_031685385.1	rna-XM_010958201.1	rna-XM_031468519.1	rna-XM_032457481.1	rna-XM_031685384.1	rna-XM_006214437.3	rna-XM_006214437.3
N3.HOG0002754	OG0002061	n0	rna-XM_015248011.2	rna-XM_010958330.1	rna-XM_031468514.1	rna-XM_032457478.1	rna-XM_015248011.2	rna-XM_015248011.2	rna-XM_015248011.2
N3.HOG0002755	OG0002062	n0	rna-XM_031685388.1	rna-XM_010958329.1	rna-XM_031468521.1	rna-XM_032457486.1	rna-XM_031685388.1	rna-XM_006214469.3	rna-XM_006214469.3
N3.HOG0002756	OG0002063	n0	rna-XM_031685869.1	rna-XM_010958200.1	rna-XM_031468527.1	rna-XM_006184989.2	rna-XM_031685869.1	rna-XM_031685869.1	rna-XM_031685869.1
N3.HOG0002757	OG0002064	n0	rna-XM_006214439.3	rna-XM_010958199.1	rna-XM_010978903.2	rna-XM_006184990.3	rna-XM_006214439.3	rna-XM_006214439.3	rna-XM_006214439.3
N3.HOG0002758	OG0002065	n0	rna-XM_006214440.3	rna-XM_010958328.1	rna-XM_010978899.2	rna-XM_006184991.3	rna-XM_006214440.3	rna-XM_006214440.3	rna-XM_006214440.3
N3.HOG0002759	OG0002066	n0	rna-XM_031685392.1	rna-XM_010958197.1	rna-XM_031468528.1	rna-XM_032457476.1	rna-XM_015248015.2	rna-XM_015248015.2	rna-XM_015248015.2
N3.HOG0002760	OG0002067	n0	rna-XM_015250511.2	"rna-XM_010959528.1, rna-XM_010966548.1"	rna-XM_010986455.2	rna-XM_014554652.2	rna-XM_006217457.3	rna-XM_006217457.3	rna-XM_006217457.3
N3.HOG0002761	OG0002068	n0	rna-XM_006217438.3	rna-XM_010959553.1	rna-XM_031469763.1	rna-XM_006174220.2	rna-XM_006217438.3	rna-XM_006217438.3	rna-XM_006217438.3
N3.HOG0002762	OG0002069	n0	rna-XM_006199197.3	rna-XM_010968952.1	rna-XM_010981824.2	rna-XM_006175160.3	rna-XM_006199197.3	rna-XM_006199197.3	rna-XM_006199197.3
N3.HOG0002763	OG0002070	n0	rna-XM_006199204.3	rna-XM_010968958.1	rna-XM_031468716.1	"rna-XM_006175167.3, rna-XM_032470843.1"	rna-XM_006199204.3	rna-XM_006199204.3	rna-XM_006199204.3
N3.HOG0002764	OG0002071	n0	rna-XM_006199217.3	rna-XM_010968977.1	"rna-XM_031469724.1, rna-XM_031448655.1"	rna-XM_006175200.2	rna-XM_006199217.3	rna-XM_006199217.3	rna-XM_006199217.3
N3.HOG0002765	OG0002072	n0	rna-XM_031685554.1	rna-XM_010958324.1	rna-XM_031468777.1	rna-XM_032457186.1	rna-XM_031685554.1	rna-XM_031685554.1	rna-XM_031685554.1
N3.HOG0002766	OG0002073	n0	rna-XM_006199284.3	rna-XM_010956010.1	rna-XM_031468824.1	rna-XM_032457163.1	rna-XM_006199284.3	rna-XM_006199284.3	rna-XM_006199284.3
N3.HOG0002767	OG0002074	n0	rna-XM_015235182.2	rna-XM_010956007.1	rna-XM_031468844.1	"rna-XM_032476303.1, rna-XM_032457150.1"	rna-XM_015235182.2	rna-XM_015235182.2	rna-XM_015235182.2
N3.HOG0002768	OG0002075	n0	rna-XM_031685885.1	"rna-XM_010953740.1, rna-XM_010956058.1"		"rna-XM_032498599.1, rna-XM_032498597.1"	rna-XM_031685885.1	rna-XM_031685885.1	rna-XM_031685885.1
N3.HOG0002769	OG0002076	n0	rna-XM_015235211.2	rna-XM_010948645.1	"rna-XM_031446889.1, rna-XM_031468918.1"	rna-XM_032457033.1	rna-XM_015235211.2	rna-XM_015235211.2	rna-XM_015235211.2
N3.HOG0002770	OG0002077	n0	rna-XM_031685688.1	"rna-XM_010950848.1, rna-XM_010950995.1"	rna-XM_031468989.1	rna-XM_032456952.1	rna-XM_031685686.1	rna-XM_031685683.1	rna-XM_031685683.1
N3.HOG0002771	OG0002078	n0	rna-XM_031685694.1	rna-XM_010950831.1	rna-XM_031469006.1	rna-XM_014551783.2	rna-XM_015235248.2	rna-XM_015235248.2	rna-XM_015235248.2
N3.HOG0002772	OG0002079	n0	rna-XM_006199390.3	rna-XM_010950762.1	"rna-XM_031469093.1, rna-XM_031469087.1"	rna-XM_014552146.2	rna-XM_006199390.3	rna-XM_006199390.3	rna-XM_006199390.3
N3.HOG0002773	OG0002080	n0	rna-XM_031685898.1	rna-XM_010950971.1	rna-XM_031469738.1	"rna-XM_032498239.1, rna-XM_032456776.1"	rna-XM_031685898.1	rna-XM_031685898.1	rna-XM_031685898.1
N3.HOG0002774	OG0002081	n0	rna-XM_006199418.3	rna-XM_010950969.1	rna-XM_031469163.1	"rna-XM_032456768.1, rna-XM_032456763.1"	rna-XM_015235324.2	rna-XM_015235324.2	rna-XM_015235324.2
N3.HOG0002775	OG0002082	n0	rna-XM_031685899.1	"rna-XM_010950967.1, rna-XM_010950713.1"	rna-XM_031469189.1	rna-XM_032456714.1	rna-XM_031685899.1	rna-XM_031685899.1	rna-XM_031685899.1
N3.HOG0002776	OG0002083	n0	rna-XM_031685858.1	rna-XM_010950674.1	rna-XM_031469303.1	"rna-XM_032456618.1, rna-XM_032469854.1"	rna-XM_031685858.1	rna-XM_031685858.1	rna-XM_031685858.1
N3.HOG0002777	OG0002084	n0	rna-XM_031685957.1	rna-XM_010945798.1	"rna-XM_031469468.1, rna-XM_031469467.1"	rna-XM_032498873.1	rna-XM_031685957.1	rna-XM_031685957.1	rna-XM_031685957.1
N3.HOG0002778	OG0002085	n0	rna-XM_031685958.1	"rna-XM_010974076.1, rna-XM_010945789.1"	rna-XM_031467547.1	rna-XM_032498876.1	rna-XM_031685958.1	rna-XM_031685958.1	rna-XM_031685958.1
N3.HOG0002779	OG0002086	n0	rna-XM_031685962.1	rna-XM_010945721.1	rna-XM_031467501.1	"rna-XM_032498957.1, rna-XM_032498962.1"	rna-XM_031685962.1	rna-XM_031685962.1	rna-XM_031685962.1
N3.HOG0002780	OG0002087	n0	rna-XM_015247622.2	rna-XM_010973615.1	rna-XM_010993582.2	rna-XM_014551448.2	rna-XM_015247622.2	rna-XM_015247622.2	rna-XM_015247622.2
N3.HOG0002781	OG0002088	n0	rna-XM_006213823.3	rna-XM_010973415.1	rna-XM_031467488.1	rna-XM_032498986.1	rna-XM_006213823.3	rna-XM_006213823.3	rna-XM_006213823.3
N3.HOG0002782	OG0002089	n0	rna-XM_006213822.3	rna-XM_010973307.1	rna-XM_010993588.2	rna-XM_006175622.3	rna-XM_006213822.3	rna-XM_006213822.3	rna-XM_006213822.3
N3.HOG0002783	OG0002090	n0	rna-XM_031685963.1	rna-XM_010973208.1	rna-XM_031467476.1	rna-XM_032498985.1	rna-XM_031685963.1	rna-XM_031685963.1	rna-XM_031685963.1
N3.HOG0002784	OG0002091	n0	rna-XM_031685940.1	rna-XM_010945685.1	rna-XM_031467480.1	rna-XM_032498991.1	rna-XM_015247608.2	rna-XM_031685940.1	rna-XM_015247608.2
N3.HOG0002785	OG0002092	n0	rna-XM_031685932.1	rna-XM_010974260.1	rna-XM_031467486.1	rna-XM_032498974.1	rna-XM_031685932.1	rna-XM_031685932.1	rna-XM_031685932.1
N3.HOG0002786	OG0002093	n0	rna-XM_031685964.1	rna-XM_010974248.1	rna-XM_031467468.1	rna-XM_032498978.1	rna-XM_031685964.1	rna-XM_031685964.1	rna-XM_031685964.1
N3.HOG0002787	OG0002094	n0	rna-XM_006219525.3	rna-XM_010968024.1	rna-XM_010985997.2	rna-XM_006178687.3	rna-XM_006219525.3	rna-XM_006219525.3	rna-XM_006219525.3
N3.HOG0002788	OG0002095	n0	rna-XM_006214298.3	rna-XM_010960424.1	rna-XM_010975471.2	rna-XM_006186266.3	rna-XM_006214298.3	rna-XM_006214298.3	rna-XM_006214298.3
N3.HOG0002789	OG0002096	n0	rna-XM_006214295.1	rna-XM_010960432.1	rna-XM_010975476.2	rna-XM_032498143.1	rna-XM_006214295.1	rna-XM_006214295.1	rna-XM_006214295.1
N3.HOG0002790	OG0002097	n0	rna-XM_006214294.3	rna-XM_010960431.1	rna-XM_010975475.2	rna-XM_032498114.1	rna-XM_031685988.1	rna-XM_006214294.3	rna-XM_006214294.3
N3.HOG0002791	OG0002098	n0	rna-XM_031686007.1	rna-XM_010960430.1	rna-XM_031468130.1	rna-XM_006186261.3	rna-XM_031686007.1	rna-XM_031686007.1	rna-XM_031686007.1
N3.HOG0002792	OG0002099	n0	rna-XM_031686018.1	rna-XM_010960426.1	rna-XM_031468143.1	rna-XM_006186260.2	rna-XM_031686018.1	rna-XM_031686018.1	rna-XM_031686018.1
N3.HOG0002793	OG0002100	n0	rna-XM_031686045.1	rna-XM_010960461.1	rna-XM_031468189.1	rna-XM_032457946.1	rna-XM_006214264.2	rna-XM_031686045.1	rna-XM_031686045.1
N3.HOG0002794	OG0002101	n0	rna-XM_006214229.2	rna-XM_010960496.1	rna-XM_010991844.2	rna-XM_006176374.2	rna-XM_006214229.2	rna-XM_006214229.2	rna-XM_006214229.2
N3.HOG0002795	OG0002102	n0	rna-XM_006214228.3	rna-XM_010960497.1	rna-XM_010991846.2	rna-XM_006176375.3	rna-XM_006214228.3	rna-XM_006214228.3	rna-XM_006214228.3
N3.HOG0002796	OG0002103	n0	rna-XM_006214227.3	rna-XM_010960498.1	rna-XM_010991847.2	rna-XM_032457896.1	rna-XM_006214227.3	rna-XM_006214227.3	rna-XM_006214227.3
N3.HOG0002797	OG0002104	n0	rna-XM_015247936.2	rna-XM_010960500.1	rna-XM_031468218.1	rna-XM_032457897.1	rna-XM_015247936.2	rna-XM_015247936.2	rna-XM_015247936.2
N3.HOG0002798	OG0002105	n0	rna-XM_006214312.2	rna-XM_010960562.1	rna-XM_031468222.1	rna-XM_032457900.1	rna-XM_006214312.2	rna-XM_006214312.2	rna-XM_006214312.2
N3.HOG0002799	OG0002106	n0	rna-XM_015247897.2	rna-XM_010960502.1	rna-XM_031469713.1	rna-XM_032457893.1	rna-XM_015247897.2	rna-XM_015247897.2	rna-XM_015247897.2
N3.HOG0002800	OG0002107	n0	rna-XM_031685976.1	rna-XM_010960564.1	rna-XM_031468225.1	rna-XM_032457878.1	rna-XM_031685976.1	rna-XM_031685976.1	rna-XM_031685976.1
N3.HOG0002801	OG0002108	n0	rna-XM_031685977.1	rna-XM_010960504.1	rna-XM_031468224.1	rna-XM_032498664.1	rna-XM_031685977.1	rna-XM_031685977.1	rna-XM_031685977.1
N3.HOG0002802	OG0002109	n0	rna-XM_031686075.1	rna-XM_010960565.1	rna-XM_031468229.1	rna-XM_032457866.1	rna-XM_015247938.2	rna-XM_015247938.2	rna-XM_015247938.2
N3.HOG0002803	OG0002110	n0	rna-XM_006214223.2	rna-XM_010960505.1	rna-XM_031468230.1	rna-XM_032457865.1	rna-XM_006214223.2	rna-XM_006214223.2	rna-XM_006214223.2
N3.HOG0002804	OG0002111	n0	rna-XM_006214221.3	rna-XM_010960506.1	rna-XM_011000730.2	rna-XM_006176379.3	rna-XM_006214221.3	rna-XM_006214221.3	rna-XM_006214221.3
N3.HOG0002805	OG0002112	n0	rna-XM_006214309.3	"rna-XM_010960566.1, rna-XM_010960509.1"	rna-XM_031468232.1	rna-XM_032457860.1	rna-XM_006214309.3	rna-XM_006214309.3	rna-XM_006214309.3
N3.HOG0002806	OG0002113	n0	rna-XM_006214198.2	rna-XM_010960534.1	rna-XM_011000759.2	rna-XM_032457847.1	rna-XM_006214198.2	rna-XM_006214198.2	rna-XM_006214198.2
N3.HOG0002807	OG0002114	n0	rna-XM_006214192.3	rna-XM_010960541.1	"rna-XM_031468260.1, rna-XM_031446844.1"	rna-XM_032457837.1	rna-XM_006214192.3	rna-XM_006214192.3	rna-XM_006214192.3
N3.HOG0002808	OG0002115	n0	rna-XM_006214185.3	rna-XM_010960545.1	rna-XM_010987958.2	rna-XM_006176410.3	rna-XM_006214185.3	rna-XM_006214184.3	rna-XM_006214184.3
N3.HOG0002809	OG0002116	n0	rna-XM_006214302.3	rna-XM_010960553.1	rna-XM_031469658.1	rna-XM_006194054.3	rna-XM_006214302.3	rna-XM_006214302.3	rna-XM_006214302.3
N3.HOG0002810	OG0002117	n0	rna-XM_031686102.1	rna-XM_010960574.1	rna-XM_031469669.1	rna-XM_032457808.1	rna-XM_015247924.2	rna-XM_015247924.2	rna-XM_015247924.2
N3.HOG0002811	OG0002118	n0	rna-XM_006206764.3	rna-XM_010961330.1	rna-XM_031471053.1	rna-XM_032458776.1	rna-XM_006206764.3	rna-XM_006206764.3	rna-XM_006206764.3
N3.HOG0002812	OG0002119	n0	rna-XM_031686108.1	rna-XM_010961228.1	rna-XM_031471041.1	rna-XM_032458763.1	rna-XM_031686108.1	rna-XM_031686108.1	rna-XM_031686108.1
N3.HOG0002813	OG0002120	n0	rna-XM_015241386.2	rna-XM_010953091.1	rna-XM_031470956.1	"rna-XM_014555391.2, rna-XM_006183789.3"	rna-XM_006206784.3	rna-XM_006206784.3	rna-XM_006206784.3
N3.HOG0002814	OG0002121	n0	rna-XM_006206813.3	rna-XM_010953039.1	rna-XM_010984938.2	"rna-XM_032458954.1, rna-XM_032475619.1"	rna-XM_006206813.3	rna-XM_006206813.3	rna-XM_006206813.3
N3.HOG0002815	OG0002122	n0	rna-XM_031686256.1	rna-XM_010953017.1	rna-XM_031470870.1	rna-XM_014556999.2	rna-XM_031686256.1	rna-XM_031686256.1	rna-XM_015241418.2
N3.HOG0002816	OG0002123	n0	rna-XM_031686115.1	rna-XM_010953165.1	"rna-XM_031470867.1, rna-XM_031470844.1"	rna-XM_032458941.1	rna-XM_031686115.1	rna-XM_031686115.1	rna-XM_031686115.1
N3.HOG0002817	OG0002124	n0	rna-XM_015241428.2	rna-XM_010953011.1	rna-XM_031470843.1	"rna-XM_032465083.1, rna-XM_032458928.1"	rna-XM_015241428.2	rna-XM_015241428.2	rna-XM_015241428.2
N3.HOG0002818	OG0002125	n0	rna-XM_031686260.1	rna-XM_010953008.1	rna-XM_031470841.1	"rna-XM_032466463.1, rna-XM_032458935.1"	rna-XM_031686259.1	rna-XM_031686259.1	rna-XM_031686260.1
N3.HOG0002819	OG0002126	n0	rna-XM_015234619.2	"rna-XM_010970601.1, rna-XM_010970590.1"	rna-XM_031470739.1	rna-XM_006195871.3	rna-XM_015234619.2	rna-XM_015234619.2	rna-XM_015234619.2
N3.HOG0002820	OG0002127	n0	rna-XM_031686322.1	rna-XM_010951959.1	rna-XM_010987389.2	rna-XM_032458105.1	rna-XM_015236880.2	rna-XM_015236880.2	rna-XM_031686322.1
N3.HOG0002821	OG0002128	n0	rna-XM_031686329.1	rna-XM_010951946.1	rna-XM_031470696.1	rna-XM_032458124.1	rna-XM_031686328.1	rna-XM_031686328.1	rna-XM_031686329.1
N3.HOG0002822	OG0002129	n0	rna-XM_031686332.1	rna-XM_010951944.1	rna-XM_010987376.2	rna-XM_032458128.1	rna-XM_031686332.1	rna-XM_031686332.1	rna-XM_006196471.3
N3.HOG0002823	OG0002130	n0	rna-XM_015236799.2	rna-XM_010951941.1	rna-XM_010987372.2	rna-XM_032458123.1	rna-XM_006196468.3	rna-XM_006196468.3	rna-XM_015236799.2
N3.HOG0002824	OG0002131	n0	rna-XM_006196465.3	rna-XM_010951936.1	rna-XM_031470675.1	rna-XM_032458138.1	rna-XM_006196465.3	rna-XM_006196465.3	rna-XM_006196465.3
N3.HOG0002825	OG0002132	n0	rna-XM_031686415.1	"rna-XM_010968365.1, rna-XM_010968366.1"	rna-XM_031470549.1	rna-XM_032458261.1	rna-XM_031686415.1	rna-XM_031686415.1	rna-XM_031686415.1
N3.HOG0002826	OG0002133	n0	rna-XM_015236017.2	rna-XM_010969053.1	rna-XM_010985135.2	rna-XM_032458333.1	rna-XM_015236017.2	rna-XM_015236017.2	rna-XM_015236017.2
N3.HOG0002827	OG0002134	n0	rna-XM_015234730.2	rna-XM_010969243.1	rna-XM_010985196.2	rna-XM_006190393.3	rna-XM_015234730.2	rna-XM_015234730.2	rna-XM_015234730.2
N3.HOG0002828	OG0002135	n0	rna-XM_031686449.1	"rna-XM_010969061.1, rna-XM_010969062.1"	rna-XM_031470502.1	rna-XM_032458297.1	rna-XM_006196394.3	rna-XM_031686449.1	rna-XM_006196394.3
N3.HOG0002829	OG0002136	n0	rna-XM_015235797.2	"rna-XM_010969246.1, rna-XM_010969072.1"	rna-XM_031470480.1	rna-XM_032458361.1	rna-XM_015235797.2	rna-XM_006196381.3	rna-XM_015235797.2
N3.HOG0002830	OG0002137	n0	rna-XM_015235705.2	rna-XM_010969093.1	rna-XM_031470452.1	rna-XM_014555306.2	rna-XM_015235705.2	rna-XM_006196370.3	rna-XM_015235705.2
N3.HOG0002831	OG0002138	n0	rna-XM_006220228.2	rna-XM_010969258.1	rna-XM_031470314.1	"rna-XM_032473665.1, rna-XM_032458516.1"	rna-XM_006220228.2	rna-XM_006220228.2	rna-XM_006220228.2
N3.HOG0002832	OG0002139	n0	rna-XM_015236389.2	rna-XM_010973204.1	rna-XM_031470213.1	rna-XM_032458624.1	rna-XM_015236389.2	rna-XM_015236389.2	rna-XM_015236389.2
N3.HOG0002833	OG0002140	n0	rna-XM_031686668.1	rna-XM_010960013.1	rna-XM_010997226.2	"rna-XM_032463798.1, rna-XM_014558164.2"	rna-XM_031686668.1	rna-XM_031686668.1	rna-XM_031686668.1
N3.HOG0002834	OG0002141	n0	rna-XM_006200724.3	rna-XM_010959928.1	rna-XM_010997141.2	rna-XM_032458681.1	rna-XM_006200724.3	rna-XM_006200724.3	rna-XM_006200724.3
N3.HOG0002835	OG0002142	n0	rna-XM_006200714.3	rna-XM_010945974.1	rna-XM_031470155.1	rna-XM_032459023.1	rna-XM_006200714.3	rna-XM_006200714.3	rna-XM_006200714.3
N3.HOG0002836	OG0002143	n0	rna-XM_006200706.3	rna-XM_010945940.1	rna-XM_031470134.1	rna-XM_032459030.1	rna-XM_006200706.3	rna-XM_006200706.3	rna-XM_006200706.3
N3.HOG0002837	OG0002144	n0	rna-XM_006200705.3	rna-XM_010945972.1	rna-XM_031470138.1	rna-XM_032459042.1	rna-XM_006200705.3	rna-XM_006200705.3	rna-XM_006200705.3
N3.HOG0002838	OG0002145	n0	rna-XM_031686706.1	rna-XM_010945937.1	rna-XM_010982774.2	rna-XM_032459043.1	rna-XM_006200702.3	rna-XM_006200702.3	rna-XM_006200702.3
N3.HOG0002839	OG0002146	n0	rna-XM_015236360.2	rna-XM_010945916.1	rna-XM_031470090.1	rna-XM_014556419.2	rna-XM_006200773.3	rna-XM_006200773.3	rna-XM_015236360.2
N3.HOG0002840	OG0002147	n0	rna-XM_006200671.2	rna-XM_010945872.1	rna-XM_010974788.2	rna-XM_014565068.1	rna-XM_006200671.2	rna-XM_006200671.2	rna-XM_006200671.2
N3.HOG0002841	OG0002148	n0	rna-XM_006200649.3	rna-XM_010945838.1	rna-XM_031469964.1	rna-XM_032459236.1	rna-XM_006200649.3	rna-XM_006200649.3	rna-XM_006200649.3
N3.HOG0002842	OG0002149	n0	rna-XM_031686838.1	rna-XM_010945960.1	rna-XM_031469968.1	rna-XM_032459237.1	rna-XM_031686841.1	rna-XM_031686841.1	rna-XM_031686841.1
N3.HOG0002843	OG0002150	n0	rna-XM_031686871.1	"rna-XM_010946265.1, rna-XM_010945957.1"	rna-XM_031469900.1	rna-XM_032459270.1	rna-XM_031686871.1	rna-XM_031686871.1	rna-XM_031686871.1
N3.HOG0002844	OG0002151	n0	rna-XM_031686141.1	rna-XM_010946259.1	"rna-XM_031469884.1, rna-XM_031469898.1"	rna-XM_032459275.1	rna-XM_031686141.1	rna-XM_031686141.1	rna-XM_031686141.1
N3.HOG0002845	OG0002152	n0	rna-XM_006200752.3	rna-XM_010959697.1	rna-XM_031469821.1	rna-XM_032459366.1	rna-XM_006200752.3	rna-XM_006200752.3	rna-XM_006200752.3
N3.HOG0002846	OG0002153	n0	rna-XM_006204335.2	rna-XM_010949937.1	rna-XM_010992733.2	rna-XM_014551795.2	rna-XM_006204335.2	rna-XM_006204335.2	rna-XM_006204335.2
N3.HOG0002847	OG0002154	n0	rna-XM_006204331.3	rna-XM_010949790.1	rna-XM_031447687.1	rna-XM_032461099.1	rna-XM_006204331.3	rna-XM_006204331.3	rna-XM_006204331.3
N3.HOG0002848	OG0002155	n0	rna-XM_006204328.3	rna-XM_010949794.1	rna-XM_010992711.2	rna-XM_032461148.1	rna-XM_006204328.3	rna-XM_006204328.3	rna-XM_006204328.3
N3.HOG0002849	OG0002156	n0	rna-XM_006204327.3	rna-XM_010949795.1	rna-XM_031447404.1	rna-XM_032461140.1	rna-XM_006204327.3	rna-XM_006204327.3	rna-XM_031686982.1
N3.HOG0002850	OG0002157	n0	rna-XM_006204326.3	rna-XM_010949797.1	rna-XM_031447731.1	rna-XM_006179114.3	rna-XM_006204326.3	rna-XM_006204326.3	rna-XM_006204326.3
N3.HOG0002851	OG0002158	n0	rna-XM_006204323.3	rna-XM_010949798.1	rna-XM_031447575.1	rna-XM_032461120.1	rna-XM_006204323.3	rna-XM_006204323.3	rna-XM_006204323.3
N3.HOG0002852	OG0002159	n0	rna-XM_006204320.3	rna-XM_010949939.1	rna-XM_031447756.1	rna-XM_032461117.1	rna-XM_006204320.3	rna-XM_006204320.3	rna-XM_006204320.3
N3.HOG0002853	OG0002160	n0	rna-XM_031687022.1	rna-XM_010949843.1	rna-XM_031447609.1	rna-XM_032460297.1	rna-XM_031687022.1	rna-XM_031687022.1	rna-XM_031687022.1
N3.HOG0002854	OG0002161	n0	rna-XM_031686934.1	rna-XM_010949955.1	rna-XM_010992581.2	rna-XM_032460240.1	rna-XM_031686934.1	rna-XM_031686934.1	rna-XM_031686934.1
N3.HOG0002855	OG0002162	n0	rna-XM_006204288.2	rna-XM_010949863.1	rna-XM_010992588.2	rna-XM_032460236.1	rna-XM_006204288.2	rna-XM_006204288.2	rna-XM_006204288.2
N3.HOG0002856	OG0002163	n0	rna-XM_031687068.1	rna-XM_010949867.1	rna-XM_010992592.2	"rna-XM_006174033.3, rna-XM_032483882.1"	rna-XM_031687068.1	rna-XM_031687068.1	rna-XM_031687068.1
N3.HOG0002857	OG0002164	n0	rna-XM_031687072.1	rna-XM_010949963.1	rna-XM_031447586.1	rna-XM_032460166.1	rna-XM_031687072.1	rna-XM_031687072.1	rna-XM_031687072.1
N3.HOG0002858	OG0002165	n0	rna-XM_031686938.1	rna-XM_010949965.1	rna-XM_031447759.1	rna-XM_032460146.1	rna-XM_031686938.1	rna-XM_031686938.1	rna-XM_031686938.1
N3.HOG0002859	OG0002166	n0	rna-XM_006204251.3	rna-XM_010949927.1	rna-XM_031447797.1	rna-XM_032460085.1	rna-XM_006204251.3	rna-XM_006204251.3	rna-XM_006204251.3
N3.HOG0002860	OG0002167	n0	rna-XM_006204249.3	rna-XM_010949930.1	rna-XM_031447596.1	rna-XM_032460071.1	rna-XM_006204249.3	rna-XM_006204249.3	rna-XM_006204249.3
N3.HOG0002861	OG0002168	n0	rna-XM_006204248.1	rna-XM_010946627.1	rna-XM_010996907.1	rna-XM_006172635.1	rna-XM_006204248.1	rna-XM_006204248.1	rna-XM_006204248.1
N3.HOG0002862	OG0002169	n0	rna-XM_006204228.3	"rna-XM_010950884.1, rna-XM_010950155.1"	rna-XM_031447443.1	rna-XM_032460673.1	rna-XM_006204228.3	rna-XM_006204228.3	rna-XM_015239169.2
N3.HOG0002863	OG0002170	n0	rna-XM_015239166.2	rna-XM_010950888.1	rna-XM_031447447.1	rna-XM_032460679.1	rna-XM_015239163.2	rna-XM_015239163.2	rna-XM_015239163.2
N3.HOG0002864	OG0002171	n0	rna-XM_015239160.2	rna-XM_010950891.1	rna-XM_031447834.1	rna-XM_032460686.1	rna-XM_015239160.2	rna-XM_015239160.2	rna-XM_006204227.3
N3.HOG0002865	OG0002172	n5		rna-XM_010951002.1	rna-XM_010991077.2				
N3.HOG0002866	OG0002172	n8	rna-XM_031687199.1		rna-XM_031433183.1			rna-XM_031687201.1	rna-XM_031687201.1
N3.HOG0002867	OG0002173	n0	rna-XM_031687204.1	rna-XM_010950936.1	rna-XM_031433188.1	rna-XM_006190052.3	rna-XM_031687204.1	rna-XM_031687204.1	rna-XM_031687204.1
N3.HOG0002868	OG0002174	n0	rna-XM_031686945.1	rna-XM_010962819.1	rna-XM_031433195.1	rna-XM_032460724.1	rna-XM_031686945.1	rna-XM_031686945.1	rna-XM_031686945.1
N3.HOG0002869	OG0002175	n0	rna-XM_006204207.3	rna-XM_010961938.1	rna-XM_010991307.2	rna-XM_006190587.3	rna-XM_006204207.3	rna-XM_006204207.3	rna-XM_006204207.3
N3.HOG0002870	OG0002176	n0	rna-XM_006204203.3	rna-XM_010961317.1	rna-XM_010980055.2	rna-XM_032460747.1	rna-XM_006204203.3	rna-XM_006204203.3	rna-XM_006204203.3
N3.HOG0002871	OG0002177	n0	rna-XM_006201405.3	rna-XM_010952725.1	rna-XM_010984053.2	"rna-XM_006180920.3, rna-XM_032459641.1"	rna-XM_006201405.3	rna-XM_006201405.3	rna-XM_006201405.3
N3.HOG0002872	OG0002178	n0	rna-XM_015236984.2	rna-XM_010952734.1	rna-XM_031432675.1	"rna-XM_032496164.1, rna-XM_032459611.1"	rna-XM_015236984.2	rna-XM_015236984.2	rna-XM_015236984.2
N3.HOG0002873	OG0002179	n0	rna-XM_031687303.1	rna-XM_010952739.1	rna-XM_031432665.1	rna-XM_032459603.1	rna-XM_031687303.1	rna-XM_031687303.1	rna-XM_031687300.1
N3.HOG0002874	OG0002180	n0	rna-XM_006201462.3	rna-XM_010952743.1	rna-XM_010980731.2	rna-XM_006180981.3	rna-XM_006201462.3	rna-XM_006201462.3	rna-XM_006201462.3
N3.HOG0002875	OG0002181	n0	rna-XM_015236983.2	rna-XM_010952741.1	rna-XM_031432682.1	rna-XM_032459615.1	rna-XM_015236983.2	rna-XM_015236983.2	rna-XM_015236981.2
