HOG,mi,Di,m0,D0,SYMBOL,GENENAME
N0.HOG0004894,4458.7,16.94306,632.3,85.80311,NOTCH1,notch receptor 1
N0.HOG0004896,476.1,11.18835,78.9,5.30997,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
N0.HOG0004897,457.8,6.04296,76.2,9.15162,DIPK1B,divergent protein kinase domain 1B
N0.HOG0004898,606.1,84.67217,206.9,42.26967,CAPN10,calpain 10
N0.HOG0004899,562.3,2.02428,88.7,9.67717,RNPEPL1,arginyl aminopeptidase like 1
N0.HOG0004900,221.3,0.99585,45.7,2.06107,OTOS,otospiralin
N0.HOG0004902,1121.5,38.91605,201.5,34.23485,HDAC4,histone deacetylase 4
N0.HOG0004904,1276.6,18.25538,439.4,16.56538,TRAF3IP1,TRAF3 interacting protein 1
N0.HOG0004905,1755.4,28.78856,476.6,47.32638,PER2,period circadian regulator 2
N0.HOG0004906,1397.1,11.03709,252.9,31.58721,KLHL30,kelch like family member 30
N0.HOG0004907,1545.9,46.53159,407.1,52.23093,ESPNL,espin like
N0.HOG0004908,857.8,34.91246,246.2,21.32092,SCLY,selenocysteine lyase
N0.HOG0004910,634.6,1.01536,238.4,8.24864,LRRFIP1,LRR binding FLII interacting protein 1
N0.HOG0004911,332.4,5.05248,93.6,7.36632,RAB17,"RAB17, member RAS oncogene family"
N0.HOG0004912,202.2,6.12666,49.8,4.2579,PRLH,prolactin releasing hormone
N0.HOG0004913,652.9,14.29851,178.1,11.62993,MLPH,melanophilin
N0.HOG0004914,4326.6,168.30474,1286.4,145.62048,COL6A3,collagen type VI alpha 3 chain
N0.HOG0004915,344.6,1.99868,135.4,3.0465,COPS8,COP9 signalosome subunit 8
N0.HOG0004917,1472.7,13.54884,501.3,23.31045,IQCA1,IQ motif containing with AAA domain 1
N0.HOG0004918,216.1,27.83368,74.9,15.56422,ASB18,ankyrin repeat and SOCS box containing 18
N0.HOG0004919,528.9,44.85072,101.1,21.60507,GBX2,gastrulation brain homeobox 2
N0.HOG0004920,1479.1,37.27332,350.9,41.89746,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
N0.HOG0004921,2191.4,5.04022,391.6,24.35752,SH3BP4,SH3 domain binding protein 4
N0.HOG0004923,2509.5,6.5247,757.5,39.2385,TRPM8,transient receptor potential cation channel subfamily M member 8
N0.HOG0004924,2413.7,34.99865,586.3,45.26236,MROH2A,maestro heat like repeat family member 2A
N0.HOG0004925,274,7.6446,47,10.2178,DNAJB3,DnaJ heat shock protein family (Hsp40) member B3
N0.HOG0004926,2091.6,33.25644,881.4,27.94038,USP40,ubiquitin specific peptidase 40
N0.HOG0004927,699.2,63.13776,200.8,33.4332,NEU2,neuraminidase 2
N0.HOG0004929,2572,4.8868,1229,19.2953,GIGYF2,GRB10 interacting GYF protein 2
N0.HOG0004930,586.6,0.99722,253.4,6.10694,KCNJ13,potassium inwardly rectifying channel subfamily J member 13
N0.HOG0004931,194.5,1.0114,51.5,2.05485,EFHD1,EF-hand domain family member D1
N0.HOG0004933,1195.4,5.977,355.6,15.57528,CHRNG,cholinergic receptor nicotinic gamma subunit
N0.HOG0004934,300.7,3.007,95.3,4.14555,CHRND,cholinergic receptor nicotinic delta subunit
N0.HOG0004935,836.7,11.12811,294.3,17.77572,PRSS56,serine protease 56
N0.HOG0004936,1775.6,42.79196,420.4,46.32808,ECEL1,endothelin converting enzyme like 1
N0.HOG0004937,307.5,1.01475,70.5,2.03745,NPPC,natriuretic peptide C
N0.HOG0004939,660.4,13.208,257.6,6.10512,TEX44,testis expressed 44
N0.HOG0004940,649.3,2.98678,139.7,6.24459,NMUR1,neuromedin U receptor 1
N0.HOG0004941,1465.5,3.07755,595.5,14.292,NCL,nucleolin
N0.HOG0004942,811.1,3.00107,145.9,5.12109,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
N0.HOG0004943,1201.5,6.0075,475.5,11.17425,ARMC9,armadillo repeat containing 9
N0.HOG0004944,2049.9,1.02495,791.1,18.43263,PSMD1,"proteasome 26S subunit, non-ATPase 1"
N0.HOG0004946,720.8,1.00912,80.2,12.84804,ITM2C,integral membrane protein 2C
N0.HOG0004949,975.6,12.78036,275.4,16.1109,SLC16A14,solute carrier family 16 member 14
N0.HOG0004950,330.8,3.01028,143.2,4.0812,FBXO36,F-box protein 36
N0.HOG0004951,364.8,0.98496,109.2,4.10592,PID1,phosphotyrosine interaction domain containing 1
N0.HOG0004952,3424.3,82.52563,1393.7,57.97792,SPHKAP,"SPHK1 interactor, AKAP domain containing"
N0.HOG0004955,1965.2,34.391,1199.8,43.31278,COL4A3,collagen type IV alpha 3 chain
N0.HOG0004956,1476.6,29.38434,851.4,28.77732,COL4A4,collagen type IV alpha 4 chain
N0.HOG0004957,2829,7.9212,828,23.5152,IRS1,insulin receptor substrate 1
N0.HOG0004958,1165.2,6.05904,382.8,21.85788,NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2
N0.HOG0004959,4612.4,18.91084,1705.6,56.45536,DOCK10,dedicator of cytokinesis 10
N0.HOG0004961,992.3,18.25832,330.7,21.19787,FAM124B,family with sequence similarity 124 member B
N0.HOG0004963,318.5,0.98735,140.5,10.5094,AP1S3,adaptor related protein complex 1 subunit sigma 3
N0.HOG0004964,1140.7,10.03816,455.3,12.24757,SCG2,secretogranin II
N0.HOG0004965,426.8,2.00596,77.2,4.18424,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4
N0.HOG0004966,1536.8,14.13856,623.2,15.33072,ACSL3,acyl-CoA synthetase long chain family member 3
N0.HOG0004967,248.4,0.9936,81.6,3.07632,SGPP2,sphingosine-1-phosphate phosphatase 2
N0.HOG0004968,628.9,9.87373,229.1,18.39673,PAX3,paired box 3
N0.HOG0004970,2249,4.9478,685,15.2755,SLC4A3,solute carrier family 4 member 3
N0.HOG0004971,2127.6,26.16948,881.4,26.61828,STK11IP,serine/threonine kinase 11 interacting protein
N0.HOG0004972,605.7,1.99881,297.3,17.92719,INHA,inhibin subunit alpha
N0.HOG0004973,2727.2,13.09056,818.8,24.64588,OBSL1,obscurin like cytoskeletal adaptor 1
N0.HOG0004974,762,0.9906,318,13.515,TMEM198,transmembrane protein 198
N0.HOG0004975,927.4,10.10866,347.6,9.2114,CHPF,chondroitin polymerizing factor
N0.HOG0004976,1241.4,8.0691,366.6,12.35442,ASIC4,acid sensing ion channel subunit family member 4
N0.HOG0004977,879.7,2.02331,317.3,13.48525,GMPPA,GDP-mannose pyrophosphorylase A
N0.HOG0004978,1768.3,77.45154,574.7,57.64241,SPEG,striated muscle enriched protein kinase
N0.HOG0004979,589.4,6.07082,121.6,9.6064,DES,desmin
N0.HOG0004980,971.8,2.04078,333.2,11.36212,DNPEP,aspartyl aminopeptidase
N0.HOG0004981,1335.4,13.08692,545.6,17.51376,PTPRN,protein tyrosine phosphatase receptor type N
N0.HOG0004983,270.4,3.02848,101.6,3.06832,STK16,serine/threonine kinase 16
N0.HOG0004984,1002.6,5.013,440.4,13.34412,GLB1L,galactosidase beta 1 like
N0.HOG0004985,1891.1,0.94555,625.9,16.33599,ATG9A,autophagy related 9A
N0.HOG0004986,1491,5.964,558,19.6416,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
N0.HOG0004987,262.4,2.02048,115.6,2.023,ZFAND2B,zinc finger AN1-type containing 2B
N0.HOG0004989,757.3,0.98449,334.7,8.16668,CNPPD1,cyclin Pas1/PHO80 domain containing 1
N0.HOG0004990,699.5,18.81655,350.5,23.6237,SLC23A3,solute carrier family 23 member 3
N0.HOG0004991,598.3,1.01711,280.7,4.04208,NHEJ1,non-homologous end joining factor 1
N0.HOG0004992,660.1,0.99015,245.9,8.18847,IHH,Indian hedgehog signaling molecule
N0.HOG0004993,4014.6,41.75184,1091.4,39.72696,CFAP65,cilia and flagella associated protein 65
N0.HOG0004994,452.6,0.99572,138.4,5.16232,CRYBA2,crystallin beta A2
N0.HOG0004996,413,3.0149,64,4.2112,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2
N0.HOG0004998,477.8,6.40252,113.2,5.87508,WNT6,Wnt family member 6
N0.HOG0004999,1027.4,13.15072,343.6,11.27008,PRKAG3,protein kinase AMP-activated non-catalytic subunit gamma 3
N0.HOG0005000,841.3,8.07648,313.7,13.55184,CYP27A1,cytochrome P450 family 27 subfamily A member 1
N0.HOG0005001,2518.5,25.185,1012.5,31.89375,TTLL4,tubulin tyrosine ligase like 4
N0.HOG0005002,2607.7,24.25161,1304.3,28.56417,STK36,serine/threonine kinase 36
N0.HOG0005003,551.1,4.02303,270.9,3.03408,RNF25,ring finger protein 25
N0.HOG0005004,887.8,5.06046,366.2,7.10428,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
N0.HOG0005005,3406.4,67.10608,1141.6,62.67384,ZNF142,zinc finger protein 142
N0.HOG0005007,2168.4,6.07152,759.6,17.39484,USP37,ubiquitin specific peptidase 37
N0.HOG0005008,1947.2,7.98352,530.8,25.00068,VIL1,villin 1
N0.HOG0005010,935.1,1.96371,306.9,12.36807,SLC11A1,solute carrier family 11 member 1
N0.HOG0005012,738.1,1.99287,242.9,13.72385,GPBAR1,G protein-coupled bile acid receptor 1
N0.HOG0005013,532,2.0216,203,3.0247,ARPC2,actin related protein 2/3 complex subunit 2
N0.HOG0005014,1157.9,22.34747,408.1,8.12119,RUFY4,RUN and FYVE domain containing 4
N0.HOG0005015,3256.8,9.11904,1129.2,48.78144,TNS1,tensin 1
N0.HOG0005017,1888.4,16.61792,709.6,25.04888,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
N0.HOG0005018,927.5,2.968,290.5,12.40435,MARCHF4,membrane associated ring-CH-type finger 4
N0.HOG0005019,1523.5,23.4619,624.5,20.2338,XRCC5,X-ray repair cross complementing 5
N0.HOG0005020,647.3,3.04231,225.7,5.07825,TMEM169,transmembrane protein 169
N0.HOG0005021,454.6,4.04594,196.4,1.00164,NEMP2,nuclear envelope integral membrane protein 2
N0.HOG0005022,1011.6,2.0232,401.4,13.36662,NAB1,NGFI-A binding protein 1
N0.HOG0005024,1314.9,3.9447,482.1,10.17231,STAT1,signal transducer and activator of transcription 1
N0.HOG0005025,957.8,4.50166,383.2,5.5564,STAT4,signal transducer and activator of transcription 4
N0.HOG0005026,1208.6,2.05462,471.4,9.14516,MYO1B,myosin IB
N0.HOG0005027,901.8,7.03404,250.2,6.1299,CAVIN2,caveolae associated protein 2
N0.HOG0005029,1850.9,2.03599,639.1,9.13913,SLC39A10,solute carrier family 39 member 10
N0.HOG0005031,3203.4,16.017,1254.6,49.68216,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
N0.HOG0005032,2194.3,11.62979,994.7,19.79453,CCDC150,coiled-coil domain containing 150
N0.HOG0005033,1882.5,3.012,760.5,22.5108,GTF3C3,general transcription factor IIIC subunit 3
N0.HOG0005034,1035.3,1.96707,365.7,12.25095,PGAP1,post-GPI attachment to proteins inositol deacylase 1
N0.HOG0005038,634.9,11.99961,229.1,6.34607,RFTN2,raftlin family member 2
N0.HOG0005039,1171.6,5.03788,448.4,15.38012,MARS2,"methionyl-tRNA synthetase 2, mitochondrial"
N0.HOG0005040,385.5,2.0046,130.5,7.32105,BOLL,"boule homolog, RNA binding protein"
N0.HOG0005041,1871.7,8.04831,702.3,23.73774,PLCL1,phospholipase C like 1 (inactive)
N0.HOG0005042,1568.2,52.37788,558.8,44.1452,SATB2,SATB homeobox 2
N0.HOG0005044,572.5,2.00375,243.5,3.0194,MAIP1,matrix AAA peptidase interacting protein 1
N0.HOG0005045,1022,10.1178,403,12.2915,SPATS2L,spermatogenesis associated serine rich 2 like
N0.HOG0005046,322.4,77.66616,130.6,41.3349,KCTD18,potassium channel tetramerization domain containing 18
N0.HOG0005047,1434,5.019,606,16.4226,AOX1,aldehyde oxidase 1
N0.HOG0005049,564.8,1.01664,206.2,11.52658,CLK1,CDC like kinase 1
N0.HOG0005050,777.9,1.01127,341.1,7.12899,NIF3L1,NGG1 interacting factor 3 like 1
N0.HOG0005052,929,8.5468,307,10.8371,ORC2,origin recognition complex subunit 2
N0.HOG0005053,220.3,1.01338,73.7,2.03412,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
N0.HOG0005054,651.9,4.04178,272.1,8.19021,CFLAR,CASP8 and FADD like apoptosis regulator
N0.HOG0005055,1014.9,4.0596,350.1,5.04144,CASP8,caspase 8
N0.HOG0005056,1492.6,5.07484,598.4,15.31904,TRAK2,trafficking kinesin protein 2
N0.HOG0005057,613.9,3.00811,238.1,2.00004,STRADB,STE20 related adaptor beta
N0.HOG0005058,748.2,8.08056,262.8,8.17308,C2CD6,C2 calcium dependent domain containing 6
N0.HOG0005059,711.9,13.17015,302.1,11.35896,TMEM237,transmembrane protein 237
N0.HOG0005060,1291.3,10.07214,514.7,14.25719,MPP4,membrane palmitoylated protein 4
N0.HOG0005061,1389.4,1.94516,581.6,10.11984,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
N0.HOG0005062,787,2.9906,362,5.068,CDK15,cyclin dependent kinase 15
N0.HOG0005063,1536.4,28.88432,584.6,8.59362,KIAA2012,KIAA2012
N0.HOG0005064,1029,1.029,363,8.1675,NOP58,NOP58 ribonucleoprotein
N0.HOG0005065,2181,1.9629,930,23.436,BMPR2,bone morphogenetic protein receptor type 2
N0.HOG0005066,732,1.9764,300,3.03,FAM117B,family with sequence similarity 117 member B
N0.HOG0005067,737.7,3.02457,288.3,9.19677,ICA1L,islet cell autoantigen 1 like
N0.HOG0005068,579.6,0.98532,230.4,5.09184,WDR12,WD repeat domain 12
N0.HOG0005069,904.5,48.3003,292.5,28.3725,CARF,calcium responsive transcription factor
N0.HOG0005070,5610,17.952,2427,45.8703,NBEAL1,neurobeachin like 1
N0.HOG0005071,801.1,4.0055,317.9,7.12096,CYP20A1,cytochrome P450 family 20 subfamily A member 1
N0.HOG0005072,362.9,15.9676,132.1,4.64992,ABI2,abl interactor 2
N0.HOG0005073,1277.4,3.06576,534.6,15.39648,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
N0.HOG0005074,374.2,1.01034,105.8,2.02078,CTLA4,cytotoxic T-lymphocyte associated protein 4
N0.HOG0005075,423.3,1.01592,164.7,5.12217,ICOS,inducible T cell costimulator
N0.HOG0005076,2018.1,3.02715,582.9,23.8989,NRP2,neuropilin 2
N0.HOG0005077,1517.7,1.06239,594.3,12.18315,ADAM23,ADAM metallopeptidase domain 23
N0.HOG0005078,374.9,1.01223,153.1,9.46158,FAM237A,family with sequence similarity 237 member A
N0.HOG0005079,526.6,6.0559,211.4,5.09474,MDH1B,malate dehydrogenase 1B
N0.HOG0005080,995.6,14.13752,435.4,12.27828,FASTKD2,FAST kinase domains 2
N0.HOG0005081,590.6,1.00402,210.4,3.02976,KLF7,Kruppel like factor 7
N0.HOG0005082,211.4,12.49374,91.6,5.21204,METTL21A,methyltransferase like 21A
N0.HOG0005084,1315.2,7.75968,265.8,12.73182,FZD5,frizzled class receptor 5
N0.HOG0005085,924.8,3.05184,305.2,12.33008,PLEKHM3,pleckstrin homology domain containing M3
N0.HOG0005086,312.9,6.10155,80.1,1.00926,CRYGB,crystallin gamma B
N0.HOG0005087,883.8,0.97218,352.2,13.45404,IDH1,isocitrate dehydrogenase (NADP(+)) 1
N0.HOG0005088,2927.5,4.0985,1233.5,30.71415,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing"
N0.HOG0005089,946.1,7.00114,355.9,10.24992,PTH2R,parathyroid hormone 2 receptor
N0.HOG0005090,891.4,11.05336,377.6,11.25248,MAP2,microtubule associated protein 2
N0.HOG0005091,5351,10.1669,2206,52.0616,UNC80,"unc-80 homolog, NALCN channel complex subunit"
N0.HOG0005092,1812.2,9.9671,674.8,6.0732,KANSL1L,KAT8 regulatory NSL complex subunit 1 like
N0.HOG0005094,324.1,2.00942,125.9,1.0072,MYL1,myosin light chain 1
N0.HOG0005095,759.9,1.97574,299.1,8.19534,LANCL1,LanC like 1
N0.HOG0005096,2412,6.9948,906,28.7202,CPS1,carbamoyl-phosphate synthase 1
N0.HOG0005097,2673.2,1.06928,1124.8,33.96896,ERBB4,erb-b2 receptor tyrosine kinase 4
N0.HOG0005098,1129.6,1.01664,367.4,4.0414,IKZF2,IKAROS family zinc finger 2
N0.HOG0005099,377.5,16.761,114.5,19.1902,SPAG16,sperm associated antigen 16
N0.HOG0005101,1092.1,21.51437,434.9,17.30902,BARD1,BRCA1 associated RING domain 1
N0.HOG0005102,5453.5,33.8117,2304.5,67.2914,ABCA12,ATP binding cassette subfamily A member 12
N0.HOG0005103,1149.7,5.97844,497.3,10.19465,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
N0.HOG0005104,3440.9,22.02176,1293.1,53.92227,FN1,fibronectin 1
N0.HOG0005105,1531.4,14.5483,616.6,24.29404,MFSD6,major facilitator superfamily domain containing 6
N0.HOG0005106,858.4,4.97872,323.6,7.15156,INPP1,inositol polyphosphate-1-phosphatase
N0.HOG0005107,688.7,7.02474,274.3,5.07455,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
N0.HOG0005109,2060.8,11.12832,660.2,20.59824,PMS1,"PMS1 homolog 1, mismatch repair system component"
N0.HOG0005111,546.8,8.31136,191.2,4.83736,OSGEPL1,O-sialoglycoprotein endopeptidase like 1
N0.HOG0005112,3069,54.9351,1050,44.1,ANKAR,ankyrin and armadillo repeat containing
N0.HOG0005113,336.5,2.019,107.5,2.021,ASNSD1,asparagine synthetase domain containing 1
N0.HOG0005114,214.9,13.9685,58.1,7.25669,ATP6V1G1,ATPase H+ transporting V1 subunit G1
N0.HOG0005115,762.4,0.99112,305.6,8.19008,SLC40A1,solute carrier family 40 member 1
N0.HOG0005116,1295,11.137,520,10.192,WDR75,WD repeat domain 75
N0.HOG0005117,2753.2,7.43364,1410.8,49.94232,COL5A2,collagen type V alpha 2 chain
N0.HOG0005118,2812.9,23.90965,1447.1,51.80618,COL3A1,collagen type III alpha 1 chain
N0.HOG0005121,1128.7,15.12458,377.3,9.20612,ZSWIM2,zinc finger SWIM-type containing 2
N0.HOG0005122,1230.5,6.02945,569.5,17.48365,FAM171B,family with sequence similarity 171 member B
N0.HOG0005123,2189.2,5.91084,864.8,18.24728,ITGAV,integrin subunit alpha V
N0.HOG0005125,15034,210.476,4610,138.3,FSIP2,fibrous sheath interacting protein 2
N0.HOG0005126,2097.7,46.1494,734.3,30.54688,ZNF804A,zinc finger protein 804A
N0.HOG0005128,726.5,1.0171,242.5,6.13525,FRZB,frizzled related protein
N0.HOG0005129,1818.2,5.09096,560.8,6.05664,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10
N0.HOG0005130,1109,15.8587,403,8.463,PDE1A,phosphodiesterase 1A
N0.HOG0005131,2597.9,17.66572,1068.1,29.15913,ITPRID2,ITPR interacting domain containing 2
N0.HOG0005132,835.5,1.0026,232.5,2.02275,NEUROD1,neuronal differentiation 1
N0.HOG0005133,570.7,12.32712,191.3,17.94394,CERKL,ceramide kinase like
N0.HOG0005134,416.6,18.747,156.4,7.06928,ITGA4,integrin subunit alpha 4
N0.HOG0005136,1633.3,5.06323,517.7,7.09249,CWC22,CWC22 spliceosome associated protein homolog
N0.HOG0005137,584.2,3.03784,222.8,2.0052,ZNF385B,zinc finger protein 385B
N0.HOG0005139,2770.5,34.3542,1324.5,30.59595,CCDC141,coiled-coil domain containing 141
N0.HOG0005140,34401.3,110.08416,12143.7,384.95529,TTN,titin
N0.HOG0005141,529.7,15.30833,175.3,12.72678,PLEKHA3,pleckstrin homology domain containing A3
N0.HOG0005142,262.1,0.99598,100.9,3.05727,FKBP7,FKBP prolyl isomerase 7
N0.HOG0005144,313.4,3.19668,82.6,6.12892,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
N0.HOG0005145,1893.2,3.02912,815.8,17.37654,OSBPL6,oxysterol binding protein like 6
N0.HOG0005146,1036.4,1.96916,385.6,5.05136,RBM45,RNA binding motif protein 45
N0.HOG0005148,1262.2,4.03904,441.8,8.08494,AGPS,alkylglycerone phosphate synthase
N0.HOG0005149,1036,6.0088,383,6.0897,NFE2L2,"nuclear factor, erythroid 2 like 2"
N0.HOG0005152,455.1,5.05161,123.9,11.73333,HOXD1,homeobox D1
N0.HOG0005153,808.8,4.044,307.2,6.08256,HOXD3,homeobox D3
N0.HOG0005154,312.6,36.2616,92.4,24.4398,HOXD9,homeobox D9
N0.HOG0005156,622.4,4.0456,178.6,7.21544,HOXD12,homeobox D12
N0.HOG0005158,652.7,24.41098,208.3,16.08076,LNPK,"lunapark, ER junction formation factor"
N0.HOG0005159,289.8,1.0143,133.2,2.02464,ATP5MC3,ATP synthase membrane subunit c locus 3
N0.HOG0005161,798,3.99,300,6.12,CHN1,chimerin 1
N0.HOG0005162,1051.6,1.99804,304.4,7.1534,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit
N0.HOG0005163,450.5,31.0845,245.5,27.3487,WIPF1,WAS/WASL interacting protein family member 1
N0.HOG0005164,1613.3,8.0665,624.7,10.12014,GPR155,G protein-coupled receptor 155
N0.HOG0005165,800.8,9.12912,288.2,6.08102,SCRN3,secernin 3
N0.HOG0005166,835.5,5.013,277.5,5.07825,CIR1,"corepressor interacting with RBPJ, CIR1"
N0.HOG0005167,1135.8,1.02222,352.2,3.02892,SP3,Sp3 transcription factor
N0.HOG0005168,725,7.0325,277,10.249,CDCA7,cell division cycle associated 7
N0.HOG0005169,701.4,85.2201,237.6,44.95392,MAP3K20,mitogen-activated protein kinase kinase kinase 20
N0.HOG0005170,943.7,4.05791,391.3,6.06515,RAPGEF4,Rap guanine nucleotide exchange factor 4
N0.HOG0005172,1992.8,25.30856,800.2,36.24906,ITGA6,integrin subunit alpha 6
N0.HOG0005173,549.6,34.13016,131.4,20.2356,DLX2,distal-less homeobox 2
N0.HOG0005175,445.5,3.0294,175.5,2.01825,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial"
N0.HOG0005176,908.1,0.99891,327.9,10.19769,HAT1,histone acetyltransferase 1
N0.HOG0005177,1041.1,1.0411,464.9,6.09019,SLC25A12,solute carrier family 25 member 12
N0.HOG0005178,1334.8,2.0022,498.2,11.2095,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2
N0.HOG0005181,423.8,1.99186,152.2,6.1641,METTL8,methyltransferase like 8
N0.HOG0005182,1140.5,1.02645,398.5,7.0933,TLK1,tousled like kinase 1
N0.HOG0005183,722.3,4.04488,321.7,9.23279,GORASP2,golgi reassembly stacking protein 2
N0.HOG0005184,905.4,1.99188,348.6,12.27072,GAD1,glutamate decarboxylase 1
N0.HOG0005186,2142,13.0662,957,25.6476,MYO3B,myosin IIIB
N0.HOG0005187,2812.7,1.12508,1018.3,20.26417,UBR3,ubiquitin protein ligase E3 component n-recognin 3
N0.HOG0005188,322.1,1.99702,112.9,3.0483,METTL5,methyltransferase like 5
N0.HOG0005189,914.1,1.00551,258.9,2.01942,SSB,small RNA binding exonuclease protection factor La
N0.HOG0005190,558.6,7.03836,164.4,3.0414,PHOSPHO2,"phosphatase, orphan 2"
N0.HOG0005191,635.7,28.86078,186.3,10.65636,CCDC173,coiled-coil domain containing 173
N0.HOG0005192,1710,3.078,534,9.078,PPIG,peptidylprolyl isomerase G
N0.HOG0005193,561.8,4.2135,194.2,4.93268,FASTKD1,FAST kinase domains 1
N0.HOG0005196,5158.2,23.72772,1666.8,52.00416,LRP2,LDL receptor related protein 2
N0.HOG0005197,656.3,8.07249,300.7,6.07414,DHRS9,dehydrogenase/reductase 9
N0.HOG0005198,504.6,4.5414,197.4,5.60616,CERS6,ceramide synthase 6
N0.HOG0005200,745.5,0.96915,232.5,12.53175,B3GALT1,"beta-1,3-galactosyltransferase 1"
N0.HOG0005201,4025.2,24.55372,1518.8,53.158,SCN9A,sodium voltage-gated channel alpha subunit 9
N0.HOG0005202,4210,7.999,1742,36.582,SCN1A,sodium voltage-gated channel alpha subunit 1
N0.HOG0005203,1798.9,13.13197,676.1,17.44338,TTC21B,tetratricopeptide repeat domain 21B
N0.HOG0005204,1282.2,2.94906,433.8,6.0732,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
N0.HOG0005205,1263.6,3.03264,434.4,21.89376,CSRNP3,cysteine and serine rich nuclear protein 3
N0.HOG0005206,4143.4,14.08756,1676.6,40.74138,SCN3A,sodium voltage-gated channel alpha subunit 3
N0.HOG0005207,408.2,3.02068,182.8,1.0054,SLC38A11,solute carrier family 38 member 11
